id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
brillafiocco-candleholder-transp-s-Ysxxfm,Brillafiocco Candleholder Transp. S,"Elegant and whimsical, this borosilicate-glass candleholder brings a refined touch of contemporary charm to any setting. Its slender silhouette is accented with a sculptural bow detail, creating a playful yet sophisticated statement piece that feels at home in both modern and classic interiors.Crafted from durable borosilicate glass, it features clean lines and a glossy finish that beautifully reflects candlelight—perfect for everyday ambiance or special occasions.Dimensions: 8x8x22 cmMaterial: Borosilicate glass",https://joyandco.com/product/brillafiocco-candleholder-transp-s-Ysxxfm,https://joyandco.com/storage/app/public/product/2025-11-25-6925b418af2b2.webp,,in stock,236.00 AED,RITUALI DOMESTICI,new,588,brillafiocco-candleholder-transp-s-Ysxxfm,
bronze-hobnail-jug-tall-MItwRN,Bronze Hobnail Jug Tall,Bring the warmth and glow to the dining table with this tall handmade Bronze pitcher.Premium features such as the slender curved handle give you a comfortable hold on the jug while the ice lip restrains wayward ice cubes.Handmade glass may contain bubbles and shades may vary due to the manufacturing process. Any minor imperfections are evidences of its handmade nature.Material: Bohemian CrystalVolume: 1000ml (1L)Dimensions: 17x27 cmWeight: 1.5 kgSuitable for dishwasherNot suitable for microwaveMade in Czech Republic.,https://joyandco.com/product/bronze-hobnail-jug-tall-MItwRN,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3a6be2307.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf4d60a0d44.webp,in stock,475.00 AED,KLIMCHI,new,3330,bronze-hobnail-jug-tall-MItwRN,
bronze-hobnail-tumblers-set-of-6-gLiGbn,Set of 6 Bronze Hobnail Tumblers,"Shall you desire to add warm accents to your dining environment, a set of handmade bobble glasses in reddish hues would be a perfect choice! As a colour practically emanating energy, it is bound to liven up any dining environment.Material: Bohemian CrystalVolume: 200mlDimensions: 7.5x12cmSuitable for dishwasherNot suitable for microwaveAvailable in a set of 6Made in Czech Republic.",https://joyandco.com/product/bronze-hobnail-tumblers-set-of-6-gLiGbn,https://joyandco.com/storage/app/public/product/2025-02-26-67bf39d59edd7.webp,,in stock,600.00 AED,KLIMCHI,new,2951,bronze-hobnail-tumblers-set-of-6-gLiGbn,
bronze-palm-trees-linen-napkins-set-of-4-9uqNPG,Bronze Palm Trees Linen Napkins Set of 2,Palm trees design embroidered in bronze on beige 100% linen fabric.Material: 100% LinenDimensions: 35x35cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/bronze-palm-trees-linen-napkins-set-of-4-9uqNPG,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb3a1c5b2c.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb3a2560da.webp,in stock,115.00 AED,JOY&CO PICKS,new,4203,bronze-palm-trees-linen-napkins-set-of-4-9uqNPG,
bronze-palm-trees-linen-placemat-set-of-4-uPYQ5E,Bronze Palm Trees Linen Placemat Set of 2,Palm trees design embroidered in bronze on beige 100% linen fabric.Material: 100% LinenDimensions: 35x45cmCold machine-wash only.Line dry in shade.Iron on a warm setting.,https://joyandco.com/product/bronze-palm-trees-linen-placemat-set-of-4-uPYQ5E,https://joyandco.com/storage/app/public/product/2025-03-20-67dbb5cf59a9e.webp,,in stock,225.00 AED,JOY&CO PICKS,new,2547,bronze-palm-trees-linen-placemat-set-of-4-uPYQ5E,
bubble-bliss-small-blue-vase-TV97xt,Bubble Bliss Small Blue Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x20cm",https://joyandco.com/product/bubble-bliss-small-blue-vase-TV97xt,https://joyandco.com/storage/app/public/product/2025-02-26-67bf74fb2f33d.webp,,in stock,135.00 AED,KERSTEN,new,602,bubble-bliss-small-blue-vase-TV97xt,
bubble-bliss-small-green-vase-fELe5t,Bubble Bliss Small Green Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x20cm",https://joyandco.com/product/bubble-bliss-small-green-vase-fELe5t,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7306134f3.webp,,in stock,135.00 AED,KERSTEN,new,602,bubble-bliss-small-green-vase-fELe5t,
bubble-bliss-small-pink-vase-vc9h1y,Bubble Bliss Small Pink Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x20cm",https://joyandco.com/product/bubble-bliss-small-pink-vase-vc9h1y,https://joyandco.com/storage/app/public/product/2025-02-26-67bf699bd72e3.webp,,in stock,135.00 AED,KERSTEN,new,602,bubble-bliss-small-pink-vase-vc9h1y,
bubble-bliss-small-red-vase-0n5hEZ,Bubble Bliss Small Red Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x20cm",https://joyandco.com/product/bubble-bliss-small-red-vase-0n5hEZ,https://joyandco.com/storage/app/public/product/2025-02-26-67bf66e1e09b1.webp,,in stock,135.00 AED,KERSTEN,new,602,bubble-bliss-small-red-vase-0n5hEZ,
bubble-bliss-tall-blue-vase-unbqYB,Bubble Bliss Tall Blue Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x30cm",https://joyandco.com/product/bubble-bliss-tall-blue-vase-unbqYB,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7415dfb75.webp,,in stock,175.00 AED,KERSTEN,new,602,bubble-bliss-tall-blue-vase-unbqYB,
bubble-bliss-tall-green-vase-nJWUpD,Bubble Bliss Tall Green Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x30cm",https://joyandco.com/product/bubble-bliss-tall-green-vase-nJWUpD,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6a5b486cf.webp,,in stock,175.00 AED,KERSTEN,new,602,bubble-bliss-tall-green-vase-nJWUpD,
bubble-bliss-tall-pink-vase-kRaPzX,Bubble Bliss Tall Pink Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x30cm",https://joyandco.com/product/bubble-bliss-tall-pink-vase-kRaPzX,https://joyandco.com/storage/app/public/product/2025-02-26-67bf683ae6d40.webp,,in stock,175.00 AED,KERSTEN,new,602,bubble-bliss-tall-pink-vase-kRaPzX,
bubble-bliss-tall-red-vase-BdGIlV,Bubble Bliss Tall Red Vase,"This textured glass vase features a bubble design, adding a modern and stylish touch to any space. Available in green, pink, orange, and blue, it's perfect for mixing and matching to suit your decor.*Material: Glass*Dimensions: 12x12x30cm",https://joyandco.com/product/bubble-bliss-tall-red-vase-BdGIlV,https://joyandco.com/storage/app/public/product/2025-02-26-67bf65bdadbeb.webp,,in stock,175.00 AED,KERSTEN,new,602,bubble-bliss-tall-red-vase-BdGIlV,
bubble-pop-vase-aYXp7U,Bubble Pop Vase,"This funky stoneware vase is popping with playful energy, featuring a bouncy ball-like design in fun colors. A cheerful statement piece that adds a dreamy touch to any space!*Material: Stoneware*Dimensions: 21x21x26cm",https://joyandco.com/product/bubble-pop-vase-aYXp7U,https://joyandco.com/storage/app/public/product/2025-02-26-67bf64b713bf8.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf69ba68879.webp,in stock,550.00 AED,KERSTEN,new,602,bubble-pop-vase-aYXp7U,
butterfly-garden-vase-l-lqNFj1,Butterfly Garden Vase L,"A vibrant celebration of color and nature, this large stoneware vase is adorned with sculpted butterflies in playful hues. Its bold design and generous size make it the perfect centerpiece for striking floral arrangements or as a standalone decorative piece.Material: StonewareDimensions: 24.5 x 24.5 x 34 cm",https://joyandco.com/product/butterfly-garden-vase-l-lqNFj1,https://joyandco.com/storage/app/public/product/2025-05-16-68271d791f8bf.webp,https://joyandco.com/storage/app/public/product/2025-05-16-68271d795c732.webp,in stock,660.00 AED,KERSTEN,new,602,butterfly-garden-vase-l-lqNFj1,
butterfly-garden-vase-m-R11BOa,Butterfly Garden Vase M,"A vibrant celebration of color and nature, this medium-size stoneware vase is adorned with sculpted butterflies in playful hues. Its bold design and generous size make it the perfect centerpiece for striking floral arrangements or as a standalone decorative piece.Material: StonewareDimensions: 24.5 x 24.5 x 25 cm",https://joyandco.com/product/butterfly-garden-vase-m-R11BOa,https://joyandco.com/storage/app/public/product/2025-05-16-68271cd14472b.webp,https://joyandco.com/storage/app/public/product/2025-05-16-68271cd176c62.webp,in stock,440.00 AED,KERSTEN,new,602,butterfly-garden-vase-m-R11BOa,
cafe-kitsune-x-printworks-matcha-tools-set-NvnExp,Cafe Kitsuné x Printworks Matcha Tools Set,"Discover PRINTWORKS' exclusive Matcha Kit, designed in collaboration with Café Kitsuné. Presented in an elegant, book-like box, this kit includes all the essential tools for creating the perfect matcha at home. By blending Café Kitsuné's knowledge of Japanese tea culture with PRINTWORKS' signature design aesthetic, this kit elevates your tea ritual with both beauty and functionality.Included in this kit:• 1 Bamboo Whisk (Chasen - 茶筅)• 1 Matcha Spoon (Chashaku - 茶杓)• 1 Matcha Bowl (Chawan - 抹茶椀).A refined matcha experience, blending tradition with modern design.Material: Cover in cloth, tools in bamboo, bowl in ceramicsColor: Beige / MultiDimensions: 23,5 x 18 x 8 cm",https://joyandco.com/product/cafe-kitsune-x-printworks-matcha-tools-set-NvnExp,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a8291ff99.webp,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a829422df.webp,in stock,399.00 AED,PRINTWORKS,new,602,cafe-kitsune-x-printworks-matcha-tools-set-NvnExp,
candelabra-eric-bone-matte-GgNYWF,Candelabra 'Eric' Bone Matte,"Sculptural yet soft in spirit, the Eric candelabra reimagines the classic three-arm form with a playful, inflated twist. Crafted in matte bone-white ceramic, it’s an artful object whether holding candles or standing on its own. A bold yet balanced centerpiece from the Blow Up collection by Home Studyo.*Material: Ceramic / Earthenware*Dimensions:  22×22×14 cm*Hand wash only*Not suitable for dishwasher*Handmade in PortugalEach piece is crafted by hand, with natural variations that make every candelabra one of a kind. Playful, practical, and unapologetically joyful.",https://joyandco.com/product/candelabra-eric-bone-matte-GgNYWF,https://joyandco.com/storage/app/public/product/2025-05-01-68137e685b416.webp,https://joyandco.com/storage/app/public/product/2025-05-01-68137e68ed440.webp,in stock,500.00 AED,HOME STUDYO,new,2784,candelabra-eric-bone-matte-GgNYWF,
candle-dip-dye-yellow-tJ1CSM,Candle Dip Dye yellow,"These dip-dye taper candles feature a soft gradient design, adding a modern yet elegant touch to any table setting. Perfect for special occasions or everyday ambiance.*Material: Wax*Dimensions: 9.2x2.2x30.5cm*Set includes 4 taper candles",https://joyandco.com/product/candle-dip-dye-yellow-tJ1CSM,https://joyandco.com/storage/app/public/product/2025-05-12-6821fdf75a129.webp,https://joyandco.com/storage/app/public/product/2025-05-12-6821fdf80dde5.webp,in stock,45.00 AED,KERSTEN,new,588,candle-dip-dye-yellow-tJ1CSM,
cello-suite-n27-cotton-harmony-3000ml-yYYbh0,Cello suite n.27 Cotton Harmony 3000ML,"Seductive fragrance that announces itself with pleasantly fresh floral notes that harmonize with an elegantly flowery heart, which enhances the initial accord and announces warm and enveloping musky base notes. These combinations help release tension and stress. Very suitable in the reading and relaxation area, and in environments where you want to create an atmosphere of joy and good humor.Strongly floral top and heart notes, which end in a base of light and transparent notes with velvety nuances.Top : Ylang Ylang, Heliotrope.Heart : Rose, Jasmine, Geranium, Violet.Base : Vanilla, White Musk, Tonka Bean, Cotton.3000MLPresented in an EDION box. Comes in an exclusive resin bottle in teal color.Silk Black Sticks included.Made in Italy.",https://joyandco.com/product/cello-suite-n27-cotton-harmony-3000ml-yYYbh0,https://joyandco.com/storage/app/public/product/2025-03-03-67c61eab37d7e.webp,https://joyandco.com/storage/app/public/product/2025-03-03-67c61eab9d4cc.webp,in stock,2790.00 AED,EDION,new,4741,cello-suite-n27-cotton-harmony-3000ml-yYYbh0,
cello-suite-n27-cotton-harmony-700ml-iQ4sd1,Cello suite n.27 Cotton Harmony 700ML,"Seductive fragrance that announces itself with pleasantly fresh floral notes that harmonize with an elegantly flowery heart, which enhances the initial accord and announces warm and enveloping musky base notes. These combinations help release tension and stress. Very suitable in the reading and relaxation area, and in environments where you want to create an atmosphere of joy and good humor.Strongly floral top and heart notes, which end in a base of light and transparent notes with velvety nuances.Top : Ylang Ylang, Heliotrope.Heart : Rose, Jasmine, Geranium, Violet.Base : Vanilla, White Musk, Tonka Bean, Cotton.700MLPresented in an EDION box. Comes in an exclusive bottle designed for JOY&CO, in smoked olive green with gold leaf.Silk Black Sticks included.Made in Italy.",https://joyandco.com/product/cello-suite-n27-cotton-harmony-700ml-iQ4sd1,https://joyandco.com/storage/app/public/product/2025-03-03-67c61ca800b3f.webp,https://joyandco.com/storage/app/public/product/2025-03-03-67c61ca872419.webp,in stock,775.00 AED,EDION,new,4741,cello-suite-n27-cotton-harmony-700ml-iQ4sd1,
